Date,PickupBorough,RideType,RideCount,Year,Month,Day,Season,PublicHoliday,DayOfWeek,Workday
01/01/2021,Manhattan,High Volume For-Hire Vehicle,110941,2021,1,1,Winter,1,Fri,1
01/01/2021,Brooklyn,High Volume For-Hire Vehicle,122832,2021,1,1,Winter,1,Fri,1
01/01/2021,Staten Island,Green Taxi,4,2021,1,1,Winter,1,Fri,1
01/01/2021,Manhattan,Yellow Taxi,19999,2021,1,1,Winter,1,Fri,1
01/01/2021,Queens,High Volume For-Hire Vehicle,75036,2021,1,1,Winter,1,Fri,1
01/01/2021,Brooklyn,Yellow Taxi,157,2021,1,1,Winter,1,Fri,1
01/01/2021,EWR,Yellow Taxi,0,2021,1,1,Winter,1,Fri,1
01/01/2021,EWR,High Volume For-Hire Vehicle,13,2021,1,1,Winter,1,Fri,1
01/01/2021,Queens,Green Taxi,117,2021,1,1,Winter,1,Fri,1
01/01/2021,Staten Island,High Volume For-Hire Vehicle,5541,2021,1,1,Winter,1,Fri,1
01/01/2021,Bronx,Green Taxi,41,2021,1,1,Winter,1,Fri,1
01/01/2021,EWR,Green Taxi,0,2021,1,1,Winter,1,Fri,1
01/01/2021,Manhattan,Green Taxi,346,2021,1,1,Winter,1,Fri,1
01/01/2021,Bronx,High Volume For-Hire Vehicle,78996,2021,1,1,Winter,1,Fri,1
01/01/2021,Queens,Yellow Taxi,1867,2021,1,1,Winter,1,Fri,1
01/01/2021,Staten Island,Yellow Taxi,3,2021,1,1,Winter,1,Fri,1
01/01/2021,Bronx,Yellow Taxi,95,2021,1,1,Winter,1,Fri,1
01/01/2021,Brooklyn,Green Taxi,64,2021,1,1,Winter,1,Fri,1
02/01/2021,EWR,High Volume For-Hire Vehicle,24,2021,1,2,Winter,0,Sat,0
02/01/2021,Bronx,Yellow Taxi,52,2021,1,2,Winter,0,Sat,0
02/01/2021,EWR,Green Taxi,0,2021,1,2,Winter,0,Sat,0
02/01/2021,Staten Island,High Volume For-Hire Vehicle,4863,2021,1,2,Winter,0,Sat,0
02/01/2021,Manhattan,High Volume For-Hire Vehicle,99186,2021,1,2,Winter,0,Sat,0
02/01/2021,Bronx,High Volume For-Hire Vehicle,56046,2021,1,2,Winter,0,Sat,0
02/01/2021,Staten Island,Yellow Taxi,2,2021,1,2,Winter,0,Sat,0
02/01/2021,Queens,High Volume For-Hire Vehicle,63952,2021,1,2,Winter,0,Sat,0
02/01/2021,Brooklyn,Yellow Taxi,129,2021,1,2,Winter,0,Sat,0
02/01/2021,Queens,Green Taxi,221,2021,1,2,Winter,0,Sat,0
02/01/2021,Manhattan,Green Taxi,669,2021,1,2,Winter,0,Sat,0
02/01/2021,Brooklyn,High Volume For-Hire Vehicle,96624,2021,1,2,Winter,0,Sat,0
02/01/2021,Manhattan,Yellow Taxi,28267,2021,1,2,Winter,0,Sat,0
02/01/2021,Brooklyn,Green Taxi,208,2021,1,2,Winter,0,Sat,0
02/01/2021,Queens,Yellow Taxi,2874,2021,1,2,Winter,0,Sat,0
02/01/2021,Staten Island,Green Taxi,0,2021,1,2,Winter,0,Sat,0
02/01/2021,Bronx,Green Taxi,49,2021,1,2,Winter,0,Sat,0
02/01/2021,EWR,Yellow Taxi,0,2021,1,2,Winter,0,Sat,0
03/01/2021,EWR,High Volume For-Hire Vehicle,36,2021,1,3,Winter,0,Sun,0
03/01/2021,Manhattan,Green Taxi,482,2021,1,3,Winter,0,Sun,0
03/01/2021,Manhattan,Yellow Taxi,20229,2021,1,3,Winter,0,Sun,0
03/01/2021,Bronx,Yellow Taxi,45,2021,1,3,Winter,0,Sun,0
03/01/2021,Brooklyn,Green Taxi,122,2021,1,3,Winter,0,Sun,0
03/01/2021,Brooklyn,Yellow Taxi,107,2021,1,3,Winter,0,Sun,0
03/01/2021,Bronx,High Volume For-Hire Vehicle,50298,2021,1,3,Winter,0,Sun,0
03/01/2021,Bronx,Green Taxi,32,2021,1,3,Winter,0,Sun,0
03/01/2021,Queens,Yellow Taxi,3373,2021,1,3,Winter,0,Sun,0
03/01/2021,Staten Island,High Volume For-Hire Vehicle,4093,2021,1,3,Winter,0,Sun,0
03/01/2021,Manhattan,High Volume For-Hire Vehicle,84585,2021,1,3,Winter,0,Sun,0
03/01/2021,Staten Island,Yellow Taxi,6,2021,1,3,Winter,0,Sun,0
03/01/2021,EWR,Yellow Taxi,1,2021,1,3,Winter,0,Sun,0
03/01/2021,EWR,Green Taxi,0,2021,1,3,Winter,0,Sun,0
03/01/2021,Queens,Green Taxi,105,2021,1,3,Winter,0,Sun,0
03/01/2021,Brooklyn,High Volume For-Hire Vehicle,91394,2021,1,3,Winter,0,Sun,0
03/01/2021,Queens,High Volume For-Hire Vehicle,59381,2021,1,3,Winter,0,Sun,0
03/01/2021,Staten Island,Green Taxi,1,2021,1,3,Winter,0,Sun,0
04/01/2021,Manhattan,Green Taxi,864,2021,1,4,Winter,0,Mon,1
04/01/2021,Queens,Yellow Taxi,2968,2021,1,4,Winter,0,Mon,1
04/01/2021,Bronx,Green Taxi,68,2021,1,4,Winter,0,Mon,1
04/01/2021,Staten Island,Green Taxi,4,2021,1,4,Winter,0,Mon,1
04/01/2021,Manhattan,Yellow Taxi,36323,2021,1,4,Winter,0,Mon,1
04/01/2021,Staten Island,High Volume For-Hire Vehicle,4909,2021,1,4,Winter,0,Mon,1
04/01/2021,Brooklyn,High Volume For-Hire Vehicle,95065,2021,1,4,Winter,0,Mon,1
04/01/2021,Staten Island,Yellow Taxi,6,2021,1,4,Winter,0,Mon,1
04/01/2021,Manhattan,High Volume For-Hire Vehicle,93330,2021,1,4,Winter,0,Mon,1
04/01/2021,Bronx,High Volume For-Hire Vehicle,53871,2021,1,4,Winter,0,Mon,1
04/01/2021,Bronx,Yellow Taxi,74,2021,1,4,Winter,0,Mon,1
04/01/2021,EWR,Yellow Taxi,0,2021,1,4,Winter,0,Mon,1
04/01/2021,EWR,High Volume For-Hire Vehicle,26,2021,1,4,Winter,0,Mon,1
04/01/2021,Queens,Green Taxi,214,2021,1,4,Winter,0,Mon,1
04/01/2021,Brooklyn,Yellow Taxi,158,2021,1,4,Winter,0,Mon,1
04/01/2021,EWR,Green Taxi,0,2021,1,4,Winter,0,Mon,1
04/01/2021,Queens,High Volume For-Hire Vehicle,62779,2021,1,4,Winter,0,Mon,1
04/01/2021,Brooklyn,Green Taxi,201,2021,1,4,Winter,0,Mon,1
05/01/2021,Bronx,Green Taxi,53,2021,1,5,Winter,0,Tue,1
05/01/2021,Bronx,High Volume For-Hire Vehicle,58839,2021,1,5,Winter,0,Tue,1
05/01/2021,Queens,Green Taxi,205,2021,1,5,Winter,0,Tue,1
05/01/2021,Staten Island,Green Taxi,0,2021,1,5,Winter,0,Tue,1
05/01/2021,Brooklyn,Green Taxi,212,2021,1,5,Winter,0,Tue,1
05/01/2021,EWR,Green Taxi,0,2021,1,5,Winter,0,Tue,1
05/01/2021,Manhattan,Yellow Taxi,39206,2021,1,5,Winter,0,Tue,1
05/01/2021,Manhattan,Green Taxi,857,2021,1,5,Winter,0,Tue,1
05/01/2021,Manhattan,High Volume For-Hire Vehicle,98910,2021,1,5,Winter,0,Tue,1
05/01/2021,EWR,High Volume For-Hire Vehicle,14,2021,1,5,Winter,0,Tue,1
05/01/2021,Bronx,Yellow Taxi,94,2021,1,5,Winter,0,Tue,1
05/01/2021,Staten Island,Yellow Taxi,7,2021,1,5,Winter,0,Tue,1
05/01/2021,Staten Island,High Volume For-Hire Vehicle,5438,2021,1,5,Winter,0,Tue,1
05/01/2021,Queens,High Volume For-Hire Vehicle,62399,2021,1,5,Winter,0,Tue,1
05/01/2021,EWR,Yellow Taxi,1,2021,1,5,Winter,0,Tue,1
05/01/2021,Brooklyn,High Volume For-Hire Vehicle,100722,2021,1,5,Winter,0,Tue,1
05/01/2021,Queens,Yellow Taxi,2258,2021,1,5,Winter,0,Tue,1
05/01/2021,Brooklyn,Yellow Taxi,189,2021,1,5,Winter,0,Tue,1
06/01/2021,Queens,Yellow Taxi,1908,2021,1,6,Winter,0,Wed,1
06/01/2021,EWR,Green Taxi,0,2021,1,6,Winter,0,Wed,1
06/01/2021,Bronx,Green Taxi,64,2021,1,6,Winter,0,Wed,1
06/01/2021,Brooklyn,Green Taxi,193,2021,1,6,Winter,0,Wed,1
06/01/2021,EWR,Yellow Taxi,0,2021,1,6,Winter,0,Wed,1
06/01/2021,Staten Island,Yellow Taxi,13,2021,1,6,Winter,0,Wed,1
06/01/2021,Queens,Green Taxi,212,2021,1,6,Winter,0,Wed,1
06/01/2021,Brooklyn,High Volume For-Hire Vehicle,108321,2021,1,6,Winter,0,Wed,1
06/01/2021,Staten Island,High Volume For-Hire Vehicle,5500,2021,1,6,Winter,0,Wed,1
06/01/2021,Manhattan,Yellow Taxi,42084,2021,1,6,Winter,0,Wed,1
06/01/2021,EWR,High Volume For-Hire Vehicle,15,2021,1,6,Winter,0,Wed,1
06/01/2021,Brooklyn,Yellow Taxi,172,2021,1,6,Winter,0,Wed,1
06/01/2021,Bronx,High Volume For-Hire Vehicle,60971,2021,1,6,Winter,0,Wed,1
06/01/2021,Manhattan,Green Taxi,955,2021,1,6,Winter,0,Wed,1
06/01/2021,Bronx,Yellow Taxi,73,2021,1,6,Winter,0,Wed,1
06/01/2021,Queens,High Volume For-Hire Vehicle,64334,2021,1,6,Winter,0,Wed,1
06/01/2021,Staten Island,Green Taxi,5,2021,1,6,Winter,0,Wed,1
06/01/2021,Manhattan,High Volume For-Hire Vehicle,106195,2021,1,6,Winter,0,Wed,1
07/01/2021,Bronx,Green Taxi,69,2021,1,7,Winter,0,Thu,1
07/01/2021,Queens,Yellow Taxi,1997,2021,1,7,Winter,0,Thu,1
07/01/2021,Queens,Green Taxi,210,2021,1,7,Winter,0,Thu,1
07/01/2021,Brooklyn,Yellow Taxi,159,2021,1,7,Winter,0,Thu,1
07/01/2021,Staten Island,Yellow Taxi,6,2021,1,7,Winter,0,Thu,1
07/01/2021,Manhattan,Green Taxi,869,2021,1,7,Winter,0,Thu,1
07/01/2021,Manhattan,Yellow Taxi,42709,2021,1,7,Winter,0,Thu,1
07/01/2021,EWR,High Volume For-Hire Vehicle,14,2021,1,7,Winter,0,Thu,1
07/01/2021,Brooklyn,Green Taxi,199,2021,1,7,Winter,0,Thu,1
07/01/2021,Bronx,High Volume For-Hire Vehicle,61377,2021,1,7,Winter,0,Thu,1
07/01/2021,Staten Island,Green Taxi,2,2021,1,7,Winter,0,Thu,1
07/01/2021,Bronx,Yellow Taxi,95,2021,1,7,Winter,0,Thu,1
07/01/2021,Manhattan,High Volume For-Hire Vehicle,111887,2021,1,7,Winter,0,Thu,1
07/01/2021,Brooklyn,High Volume For-Hire Vehicle,110375,2021,1,7,Winter,0,Thu,1
07/01/2021,Queens,High Volume For-Hire Vehicle,64751,2021,1,7,Winter,0,Thu,1
07/01/2021,Staten Island,High Volume For-Hire Vehicle,5414,2021,1,7,Winter,0,Thu,1
07/01/2021,EWR,Yellow Taxi,1,2021,1,7,Winter,0,Thu,1
07/01/2021,EWR,Green Taxi,0,2021,1,7,Winter,0,Thu,1
08/01/2021,Manhattan,Yellow Taxi,43210,2021,1,8,Winter,0,Fri,1
08/01/2021,Brooklyn,Green Taxi,209,2021,1,8,Winter,0,Fri,1
08/01/2021,Staten Island,Green Taxi,2,2021,1,8,Winter,0,Fri,1
08/01/2021,Bronx,Green Taxi,66,2021,1,8,Winter,0,Fri,1
08/01/2021,EWR,High Volume For-Hire Vehicle,12,2021,1,8,Winter,0,Fri,1
08/01/2021,Staten Island,Yellow Taxi,7,2021,1,8,Winter,0,Fri,1
08/01/2021,Bronx,High Volume For-Hire Vehicle,69829,2021,1,8,Winter,0,Fri,1
08/01/2021,Staten Island,High Volume For-Hire Vehicle,6116,2021,1,8,Winter,0,Fri,1
08/01/2021,Brooklyn,High Volume For-Hire Vehicle,122502,2021,1,8,Winter,0,Fri,1
08/01/2021,Bronx,Yellow Taxi,88,2021,1,8,Winter,0,Fri,1
08/01/2021,Brooklyn,Yellow Taxi,161,2021,1,8,Winter,0,Fri,1
08/01/2021,Queens,Yellow Taxi,1663,2021,1,8,Winter,0,Fri,1
08/01/2021,EWR,Yellow Taxi,0,2021,1,8,Winter,0,Fri,1
08/01/2021,Queens,High Volume For-Hire Vehicle,72518,2021,1,8,Winter,0,Fri,1
08/01/2021,EWR,Green Taxi,0,2021,1,8,Winter,0,Fri,1
08/01/2021,Manhattan,High Volume For-Hire Vehicle,130600,2021,1,8,Winter,0,Fri,1
08/01/2021,Manhattan,Green Taxi,930,2021,1,8,Winter,0,Fri,1
08/01/2021,Queens,Green Taxi,243,2021,1,8,Winter,0,Fri,1
09/01/2021,EWR,Yellow Taxi,0,2021,1,9,Winter,0,Sat,0
09/01/2021,EWR,Green Taxi,0,2021,1,9,Winter,0,Sat,0
09/01/2021,Manhattan,Green Taxi,681,2021,1,9,Winter,0,Sat,0
09/01/2021,Queens,Green Taxi,229,2021,1,9,Winter,0,Sat,0
09/01/2021,Staten Island,Yellow Taxi,6,2021,1,9,Winter,0,Sat,0
09/01/2021,Staten Island,High Volume For-Hire Vehicle,5434,2021,1,9,Winter,0,Sat,0
09/01/2021,EWR,High Volume For-Hire Vehicle,19,2021,1,9,Winter,0,Sat,0
09/01/2021,Bronx,Yellow Taxi,66,2021,1,9,Winter,0,Sat,0
09/01/2021,Manhattan,Yellow Taxi,34009,2021,1,9,Winter,0,Sat,0
09/01/2021,Queens,Yellow Taxi,2129,2021,1,9,Winter,0,Sat,0
09/01/2021,Queens,High Volume For-Hire Vehicle,73780,2021,1,9,Winter,0,Sat,0
09/01/2021,Brooklyn,Yellow Taxi,153,2021,1,9,Winter,0,Sat,0
09/01/2021,Bronx,Green Taxi,70,2021,1,9,Winter,0,Sat,0
09/01/2021,Staten Island,Green Taxi,1,2021,1,9,Winter,0,Sat,0
09/01/2021,Brooklyn,Green Taxi,208,2021,1,9,Winter,0,Sat,0
09/01/2021,Manhattan,High Volume For-Hire Vehicle,140094,2021,1,9,Winter,0,Sat,0
09/01/2021,Brooklyn,High Volume For-Hire Vehicle,123197,2021,1,9,Winter,0,Sat,0
09/01/2021,Bronx,High Volume For-Hire Vehicle,68699,2021,1,9,Winter,0,Sat,0
10/01/2021,Queens,High Volume For-Hire Vehicle,62298,2021,1,10,Winter,0,Sun,0
10/01/2021,Staten Island,High Volume For-Hire Vehicle,4417,2021,1,10,Winter,0,Sun,0
10/01/2021,Manhattan,Green Taxi,536,2021,1,10,Winter,0,Sun,0
10/01/2021,Staten Island,Green Taxi,1,2021,1,10,Winter,0,Sun,0
10/01/2021,Brooklyn,Yellow Taxi,120,2021,1,10,Winter,0,Sun,0
10/01/2021,EWR,Yellow Taxi,0,2021,1,10,Winter,0,Sun,0
10/01/2021,EWR,Green Taxi,0,2021,1,10,Winter,0,Sun,0
10/01/2021,EWR,High Volume For-Hire Vehicle,8,2021,1,10,Winter,0,Sun,0
10/01/2021,Bronx,High Volume For-Hire Vehicle,58332,2021,1,10,Winter,0,Sun,0
10/01/2021,Queens,Yellow Taxi,2476,2021,1,10,Winter,0,Sun,0
10/01/2021,Staten Island,Yellow Taxi,4,2021,1,10,Winter,0,Sun,0
10/01/2021,Brooklyn,High Volume For-Hire Vehicle,106421,2021,1,10,Winter,0,Sun,0
10/01/2021,Brooklyn,Green Taxi,166,2021,1,10,Winter,0,Sun,0
10/01/2021,Bronx,Green Taxi,42,2021,1,10,Winter,0,Sun,0
10/01/2021,Queens,Green Taxi,126,2021,1,10,Winter,0,Sun,0
10/01/2021,Bronx,Yellow Taxi,52,2021,1,10,Winter,0,Sun,0
10/01/2021,Manhattan,Yellow Taxi,24521,2021,1,10,Winter,0,Sun,0
10/01/2021,Manhattan,High Volume For-Hire Vehicle,107356,2021,1,10,Winter,0,Sun,0
11/01/2021,Queens,High Volume For-Hire Vehicle,62133,2021,1,11,Winter,0,Mon,1
11/01/2021,Manhattan,Green Taxi,953,2021,1,11,Winter,0,Mon,1
11/01/2021,Queens,Green Taxi,215,2021,1,11,Winter,0,Mon,1
11/01/2021,Manhattan,Yellow Taxi,39485,2021,1,11,Winter,0,Mon,1
11/01/2021,Bronx,High Volume For-Hire Vehicle,58081,2021,1,11,Winter,0,Mon,1
11/01/2021,Staten Island,Yellow Taxi,11,2021,1,11,Winter,0,Mon,1
11/01/2021,Queens,Yellow Taxi,1924,2021,1,11,Winter,0,Mon,1
11/01/2021,EWR,Yellow Taxi,0,2021,1,11,Winter,0,Mon,1
11/01/2021,Brooklyn,Green Taxi,215,2021,1,11,Winter,0,Mon,1
11/01/2021,EWR,Green Taxi,0,2021,1,11,Winter,0,Mon,1
11/01/2021,Bronx,Yellow Taxi,67,2021,1,11,Winter,0,Mon,1
11/01/2021,Staten Island,Green Taxi,1,2021,1,11,Winter,0,Mon,1
11/01/2021,Bronx,Green Taxi,49,2021,1,11,Winter,0,Mon,1
11/01/2021,Brooklyn,High Volume For-Hire Vehicle,101020,2021,1,11,Winter,0,Mon,1
11/01/2021,Staten Island,High Volume For-Hire Vehicle,5065,2021,1,11,Winter,0,Mon,1
11/01/2021,Manhattan,High Volume For-Hire Vehicle,105514,2021,1,11,Winter,0,Mon,1
11/01/2021,Brooklyn,Yellow Taxi,174,2021,1,11,Winter,0,Mon,1
11/01/2021,EWR,High Volume For-Hire Vehicle,10,2021,1,11,Winter,0,Mon,1
12/01/2021,Bronx,High Volume For-Hire Vehicle,61801,2021,1,12,Winter,0,Tue,1
12/01/2021,Queens,Yellow Taxi,1571,2021,1,12,Winter,0,Tue,1
12/01/2021,Brooklyn,Green Taxi,214,2021,1,12,Winter,0,Tue,1
12/01/2021,EWR,Yellow Taxi,0,2021,1,12,Winter,0,Tue,1
12/01/2021,Manhattan,Yellow Taxi,42877,2021,1,12,Winter,0,Tue,1
12/01/2021,Queens,Green Taxi,229,2021,1,12,Winter,0,Tue,1
12/01/2021,Bronx,Yellow Taxi,90,2021,1,12,Winter,0,Tue,1
12/01/2021,Staten Island,Yellow Taxi,9,2021,1,12,Winter,0,Tue,1
12/01/2021,Manhattan,High Volume For-Hire Vehicle,112586,2021,1,12,Winter,0,Tue,1
12/01/2021,Staten Island,Green Taxi,0,2021,1,12,Winter,0,Tue,1
12/01/2021,Queens,High Volume For-Hire Vehicle,63277,2021,1,12,Winter,0,Tue,1
12/01/2021,EWR,High Volume For-Hire Vehicle,5,2021,1,12,Winter,0,Tue,1
12/01/2021,Bronx,Green Taxi,57,2021,1,12,Winter,0,Tue,1
12/01/2021,EWR,Green Taxi,0,2021,1,12,Winter,0,Tue,1
12/01/2021,Manhattan,Green Taxi,903,2021,1,12,Winter,0,Tue,1
12/01/2021,Brooklyn,Yellow Taxi,171,2021,1,12,Winter,0,Tue,1
12/01/2021,Staten Island,High Volume For-Hire Vehicle,5352,2021,1,12,Winter,0,Tue,1
12/01/2021,Brooklyn,High Volume For-Hire Vehicle,105877,2021,1,12,Winter,0,Tue,1
13/01/2021,Staten Island,Green Taxi,2,2021,1,13,Winter,0,Wed,1
13/01/2021,Manhattan,Yellow Taxi,44329,2021,1,13,Winter,0,Wed,1
13/01/2021,Queens,Yellow Taxi,1224,2021,1,13,Winter,0,Wed,1
13/01/2021,Brooklyn,High Volume For-Hire Vehicle,110753,2021,1,13,Winter,0,Wed,1
13/01/2021,EWR,Yellow Taxi,0,2021,1,13,Winter,0,Wed,1
13/01/2021,Queens,Green Taxi,227,2021,1,13,Winter,0,Wed,1
13/01/2021,Bronx,Green Taxi,55,2021,1,13,Winter,0,Wed,1
13/01/2021,EWR,High Volume For-Hire Vehicle,8,2021,1,13,Winter,0,Wed,1
13/01/2021,Queens,High Volume For-Hire Vehicle,62514,2021,1,13,Winter,0,Wed,1
13/01/2021,Brooklyn,Yellow Taxi,187,2021,1,13,Winter,0,Wed,1
13/01/2021,Manhattan,High Volume For-Hire Vehicle,117246,2021,1,13,Winter,0,Wed,1
13/01/2021,EWR,Green Taxi,0,2021,1,13,Winter,0,Wed,1
13/01/2021,Bronx,Yellow Taxi,64,2021,1,13,Winter,0,Wed,1
13/01/2021,Staten Island,Yellow Taxi,10,2021,1,13,Winter,0,Wed,1
13/01/2021,Bronx,High Volume For-Hire Vehicle,61400,2021,1,13,Winter,0,Wed,1
13/01/2021,Manhattan,Green Taxi,895,2021,1,13,Winter,0,Wed,1
13/01/2021,Staten Island,High Volume For-Hire Vehicle,5425,2021,1,13,Winter,0,Wed,1
13/01/2021,Brooklyn,Green Taxi,208,2021,1,13,Winter,0,Wed,1
14/01/2021,Queens,Green Taxi,231,2021,1,14,Winter,0,Thu,1
14/01/2021,EWR,Yellow Taxi,0,2021,1,14,Winter,0,Thu,1
14/01/2021,Staten Island,Yellow Taxi,10,2021,1,14,Winter,0,Thu,1
14/01/2021,Brooklyn,High Volume For-Hire Vehicle,111775,2021,1,14,Winter,0,Thu,1
14/01/2021,Bronx,High Volume For-Hire Vehicle,61612,2021,1,14,Winter,0,Thu,1
14/01/2021,Bronx,Green Taxi,53,2021,1,14,Winter,0,Thu,1
14/01/2021,Brooklyn,Yellow Taxi,180,2021,1,14,Winter,0,Thu,1
14/01/2021,Brooklyn,Green Taxi,209,2021,1,14,Winter,0,Thu,1
14/01/2021,Manhattan,Green Taxi,951,2021,1,14,Winter,0,Thu,1
14/01/2021,Staten Island,Green Taxi,3,2021,1,14,Winter,0,Thu,1
14/01/2021,Staten Island,High Volume For-Hire Vehicle,5493,2021,1,14,Winter,0,Thu,1
14/01/2021,EWR,Green Taxi,0,2021,1,14,Winter,0,Thu,1
14/01/2021,Queens,High Volume For-Hire Vehicle,64143,2021,1,14,Winter,0,Thu,1
14/01/2021,Manhattan,High Volume For-Hire Vehicle,122774,2021,1,14,Winter,0,Thu,1
14/01/2021,EWR,High Volume For-Hire Vehicle,5,2021,1,14,Winter,0,Thu,1
14/01/2021,Queens,Yellow Taxi,1617,2021,1,14,Winter,0,Thu,1
14/01/2021,Bronx,Yellow Taxi,56,2021,1,14,Winter,0,Thu,1
14/01/2021,Manhattan,Yellow Taxi,45660,2021,1,14,Winter,0,Thu,1
15/01/2021,Bronx,Yellow Taxi,77,2021,1,15,Winter,0,Fri,1
15/01/2021,Bronx,Green Taxi,72,2021,1,15,Winter,0,Fri,1
15/01/2021,Brooklyn,Yellow Taxi,185,2021,1,15,Winter,0,Fri,1
15/01/2021,Staten Island,Green Taxi,1,2021,1,15,Winter,0,Fri,1
15/01/2021,Manhattan,Green Taxi,899,2021,1,15,Winter,0,Fri,1
15/01/2021,EWR,Green Taxi,0,2021,1,15,Winter,0,Fri,1
15/01/2021,Queens,Yellow Taxi,1544,2021,1,15,Winter,0,Fri,1
15/01/2021,EWR,High Volume For-Hire Vehicle,7,2021,1,15,Winter,0,Fri,1
15/01/2021,Brooklyn,Green Taxi,209,2021,1,15,Winter,0,Fri,1
15/01/2021,EWR,Yellow Taxi,0,2021,1,15,Winter,0,Fri,1
15/01/2021,Queens,High Volume For-Hire Vehicle,75115,2021,1,15,Winter,0,Fri,1
15/01/2021,Manhattan,Yellow Taxi,45493,2021,1,15,Winter,0,Fri,1
15/01/2021,Queens,Green Taxi,244,2021,1,15,Winter,0,Fri,1
15/01/2021,Manhattan,High Volume For-Hire Vehicle,146429,2021,1,15,Winter,0,Fri,1
15/01/2021,Staten Island,High Volume For-Hire Vehicle,6199,2021,1,15,Winter,0,Fri,1
15/01/2021,Bronx,High Volume For-Hire Vehicle,71782,2021,1,15,Winter,0,Fri,1
15/01/2021,Brooklyn,High Volume For-Hire Vehicle,129898,2021,1,15,Winter,0,Fri,1
15/01/2021,Staten Island,Yellow Taxi,7,2021,1,15,Winter,0,Fri,1
16/01/2021,EWR,Green Taxi,0,2021,1,16,Winter,0,Sat,0
16/01/2021,Bronx,Green Taxi,58,2021,1,16,Winter,0,Sat,0
16/01/2021,EWR,High Volume For-Hire Vehicle,13,2021,1,16,Winter,0,Sat,0
16/01/2021,Queens,Green Taxi,247,2021,1,16,Winter,0,Sat,0
16/01/2021,Brooklyn,Green Taxi,220,2021,1,16,Winter,0,Sat,0
16/01/2021,Manhattan,Green Taxi,661,2021,1,16,Winter,0,Sat,0
16/01/2021,Brooklyn,Yellow Taxi,149,2021,1,16,Winter,0,Sat,0
16/01/2021,Staten Island,Green Taxi,1,2021,1,16,Winter,0,Sat,0
16/01/2021,Bronx,High Volume For-Hire Vehicle,66851,2021,1,16,Winter,0,Sat,0
16/01/2021,Manhattan,High Volume For-Hire Vehicle,145181,2021,1,16,Winter,0,Sat,0
16/01/2021,Queens,Yellow Taxi,1746,2021,1,16,Winter,0,Sat,0
16/01/2021,Staten Island,High Volume For-Hire Vehicle,5423,2021,1,16,Winter,0,Sat,0
16/01/2021,Staten Island,Yellow Taxi,5,2021,1,16,Winter,0,Sat,0
16/01/2021,Manhattan,Yellow Taxi,33529,2021,1,16,Winter,0,Sat,0
16/01/2021,Brooklyn,High Volume For-Hire Vehicle,123615,2021,1,16,Winter,0,Sat,0
16/01/2021,EWR,Yellow Taxi,1,2021,1,16,Winter,0,Sat,0
16/01/2021,Queens,High Volume For-Hire Vehicle,72816,2021,1,16,Winter,0,Sat,0
16/01/2021,Bronx,Yellow Taxi,87,2021,1,16,Winter,0,Sat,0
17/01/2021,Staten Island,High Volume For-Hire Vehicle,4497,2021,1,17,Winter,0,Sun,0
17/01/2021,Queens,Yellow Taxi,1990,2021,1,17,Winter,0,Sun,0
17/01/2021,Brooklyn,Yellow Taxi,131,2021,1,17,Winter,0,Sun,0
17/01/2021,Brooklyn,High Volume For-Hire Vehicle,111350,2021,1,17,Winter,0,Sun,0
17/01/2021,EWR,Yellow Taxi,0,2021,1,17,Winter,0,Sun,0
17/01/2021,Bronx,Yellow Taxi,43,2021,1,17,Winter,0,Sun,0
17/01/2021,Queens,Green Taxi,131,2021,1,17,Winter,0,Sun,0
17/01/2021,Brooklyn,Green Taxi,135,2021,1,17,Winter,0,Sun,0
17/01/2021,EWR,High Volume For-Hire Vehicle,12,2021,1,17,Winter,0,Sun,0
17/01/2021,EWR,Green Taxi,0,2021,1,17,Winter,0,Sun,0
17/01/2021,Manhattan,Green Taxi,493,2021,1,17,Winter,0,Sun,0
17/01/2021,Bronx,High Volume For-Hire Vehicle,57609,2021,1,17,Winter,0,Sun,0
17/01/2021,Staten Island,Yellow Taxi,6,2021,1,17,Winter,0,Sun,0
17/01/2021,Staten Island,Green Taxi,5,2021,1,17,Winter,0,Sun,0
17/01/2021,Bronx,Green Taxi,39,2021,1,17,Winter,0,Sun,0
17/01/2021,Manhattan,Yellow Taxi,27046,2021,1,17,Winter,0,Sun,0
17/01/2021,Queens,High Volume For-Hire Vehicle,62939,2021,1,17,Winter,0,Sun,0
17/01/2021,Manhattan,High Volume For-Hire Vehicle,122169,2021,1,17,Winter,0,Sun,0
18/01/2021,Queens,High Volume For-Hire Vehicle,59572,2021,1,18,Winter,1,Mon,1
18/01/2021,Manhattan,Green Taxi,535,2021,1,18,Winter,1,Mon,1
18/01/2021,Queens,Green Taxi,183,2021,1,18,Winter,1,Mon,1
18/01/2021,Staten Island,High Volume For-Hire Vehicle,4618,2021,1,18,Winter,1,Mon,1
18/01/2021,EWR,High Volume For-Hire Vehicle,10,2021,1,18,Winter,1,Mon,1
18/01/2021,Staten Island,Yellow Taxi,10,2021,1,18,Winter,1,Mon,1
18/01/2021,Bronx,Green Taxi,44,2021,1,18,Winter,1,Mon,1
18/01/2021,Queens,Yellow Taxi,2094,2021,1,18,Winter,1,Mon,1
18/01/2021,Brooklyn,Yellow Taxi,122,2021,1,18,Winter,1,Mon,1
18/01/2021,EWR,Green Taxi,0,2021,1,18,Winter,1,Mon,1
