Date,PickupBorough,RideType,RideCount,Year,Month,Day,Season,DayOfWeek,Workday
2011-02-09,Bronx,Yellow Taxi,570,2011,2,9,Winter,Wed,1
2011-02-09,Manhattan,Yellow Taxi,466383,2011,2,9,Winter,Wed,1
2011-02-10,Queens,Yellow Taxi,21023,2011,2,10,Winter,Thu,1
2011-02-10,Manhattan,Yellow Taxi,482504,2011,2,10,Winter,Thu,1
2011-02-10,EWR,Yellow Taxi,3,2011,2,10,Winter,Thu,1
2011-02-10,Brooklyn,Yellow Taxi,7933,2011,2,10,Winter,Thu,1
2011-02-10,Bronx,Yellow Taxi,657,2011,2,10,Winter,Thu,1
2011-02-10,Staten Island,Yellow Taxi,34,2011,2,10,Winter,Thu,1
2011-02-11,Staten Island,Yellow Taxi,19,2011,2,11,Winter,Fri,1
2011-02-11,Manhattan,Yellow Taxi,504395,2011,2,11,Winter,Fri,1
2011-02-11,Queens,Yellow Taxi,21508,2011,2,11,Winter,Fri,1
2011-02-11,Brooklyn,Yellow Taxi,9850,2011,2,11,Winter,Fri,1
2011-02-11,Bronx,Yellow Taxi,543,2011,2,11,Winter,Fri,1
2011-02-11,EWR,Yellow Taxi,6,2011,2,11,Winter,Fri,1
2011-02-12,Brooklyn,Yellow Taxi,15343,2011,2,12,Winter,Sat,0
2011-02-12,Manhattan,Yellow Taxi,526452,2011,2,12,Winter,Sat,0
2011-02-12,Queens,Yellow Taxi,17990,2011,2,12,Winter,Sat,0
2011-02-12,Bronx,Yellow Taxi,749,2011,2,12,Winter,Sat,0
2011-02-12,EWR,Yellow Taxi,14,2011,2,12,Winter,Sat,0
2011-02-12,Staten Island,Yellow Taxi,15,2011,2,12,Winter,Sat,0
2011-02-13,Brooklyn,Yellow Taxi,13251,2011,2,13,Winter,Sun,0
2011-02-13,Manhattan,Yellow Taxi,432311,2011,2,13,Winter,Sun,0
2011-02-13,EWR,Yellow Taxi,4,2011,2,13,Winter,Sun,0
2011-02-13,Staten Island,Yellow Taxi,22,2011,2,13,Winter,Sun,0
2011-02-13,Bronx,Yellow Taxi,587,2011,2,13,Winter,Sun,0
2011-02-13,Queens,Yellow Taxi,22187,2011,2,13,Winter,Sun,0
2011-02-14,Staten Island,Yellow Taxi,14,2011,2,14,Winter,Mon,1
2011-02-14,Manhattan,Yellow Taxi,441158,2011,2,14,Winter,Mon,1
2011-02-14,Brooklyn,Yellow Taxi,7824,2011,2,14,Winter,Mon,1
2011-02-14,EWR,Yellow Taxi,7,2011,2,14,Winter,Mon,1
2011-02-14,Bronx,Yellow Taxi,698,2011,2,14,Winter,Mon,1
2011-02-14,Queens,Yellow Taxi,21133,2011,2,14,Winter,Mon,1
2011-02-15,Staten Island,Yellow Taxi,24,2011,2,15,Winter,Tue,1
2011-02-15,EWR,Yellow Taxi,4,2011,2,15,Winter,Tue,1
2011-02-15,Brooklyn,Yellow Taxi,7607,2011,2,15,Winter,Tue,1
2011-02-15,Bronx,Yellow Taxi,619,2011,2,15,Winter,Tue,1
2011-02-15,Manhattan,Yellow Taxi,474289,2011,2,15,Winter,Tue,1
2011-02-15,Queens,Yellow Taxi,20967,2011,2,15,Winter,Tue,1
2011-02-16,Bronx,Yellow Taxi,680,2011,2,16,Winter,Wed,1
2011-02-16,EWR,Yellow Taxi,6,2011,2,16,Winter,Wed,1
2011-02-16,Brooklyn,Yellow Taxi,7382,2011,2,16,Winter,Wed,1
2011-02-16,Staten Island,Yellow Taxi,23,2011,2,16,Winter,Wed,1
2011-02-16,Manhattan,Yellow Taxi,460139,2011,2,16,Winter,Wed,1
2011-02-16,Queens,Yellow Taxi,19649,2011,2,16,Winter,Wed,1
2011-02-17,Bronx,Yellow Taxi,546,2011,2,17,Winter,Thu,1
2011-02-17,Staten Island,Yellow Taxi,33,2011,2,17,Winter,Thu,1
2011-02-17,Manhattan,Yellow Taxi,460967,2011,2,17,Winter,Thu,1
2011-02-17,Queens,Yellow Taxi,21055,2011,2,17,Winter,Thu,1
2011-02-17,EWR,Yellow Taxi,6,2011,2,17,Winter,Thu,1
2011-02-17,Brooklyn,Yellow Taxi,7712,2011,2,17,Winter,Thu,1
2011-02-18,Brooklyn,Yellow Taxi,9903,2011,2,18,Winter,Fri,1
2011-02-18,Manhattan,Yellow Taxi,474266,2011,2,18,Winter,Fri,1
2011-02-18,Bronx,Yellow Taxi,620,2011,2,18,Winter,Fri,1
2011-02-18,Staten Island,Yellow Taxi,53,2011,2,18,Winter,Fri,1
2011-02-18,EWR,Yellow Taxi,8,2011,2,18,Winter,Fri,1
2011-02-18,Queens,Yellow Taxi,22017,2011,2,18,Winter,Fri,1
2011-02-19,Brooklyn,Yellow Taxi,15254,2011,2,19,Winter,Sat,0
2011-02-19,Staten Island,Yellow Taxi,22,2011,2,19,Winter,Sat,0
2011-02-19,Bronx,Yellow Taxi,962,2011,2,19,Winter,Sat,0
2011-02-19,Queens,Yellow Taxi,17691,2011,2,19,Winter,Sat,0
2011-02-19,EWR,Yellow Taxi,7,2011,2,19,Winter,Sat,0
2011-02-19,Manhattan,Yellow Taxi,509310,2011,2,19,Winter,Sat,0
2011-02-20,Brooklyn,Yellow Taxi,12850,2011,2,20,Winter,Sun,0
2011-02-20,Staten Island,Yellow Taxi,30,2011,2,20,Winter,Sun,0
2011-02-20,Bronx,Yellow Taxi,769,2011,2,20,Winter,Sun,0
2011-02-20,Queens,Yellow Taxi,18582,2011,2,20,Winter,Sun,0
2011-02-20,Manhattan,Yellow Taxi,425019,2011,2,20,Winter,Sun,0
2011-02-20,EWR,Yellow Taxi,11,2011,2,20,Winter,Sun,0
2011-02-21,Queens,Yellow Taxi,22765,2011,2,21,Winter,Mon,1
2011-02-21,EWR,Yellow Taxi,6,2011,2,21,Winter,Mon,1
2011-02-21,Bronx,Yellow Taxi,510,2011,2,21,Winter,Mon,1
2011-02-21,Manhattan,Yellow Taxi,362829,2011,2,21,Winter,Mon,1
2011-02-21,Staten Island,Yellow Taxi,23,2011,2,21,Winter,Mon,1
2011-02-21,Brooklyn,Yellow Taxi,7454,2011,2,21,Winter,Mon,1
2011-02-22,EWR,Yellow Taxi,4,2011,2,22,Winter,Tue,1
2011-02-22,Brooklyn,Yellow Taxi,6250,2011,2,22,Winter,Tue,1
2011-02-22,Manhattan,Yellow Taxi,427699,2011,2,22,Winter,Tue,1
2011-02-22,Queens,Yellow Taxi,23009,2011,2,22,Winter,Tue,1
2011-02-22,Staten Island,Yellow Taxi,56,2011,2,22,Winter,Tue,1
2011-02-22,Bronx,Yellow Taxi,444,2011,2,22,Winter,Tue,1
2011-02-23,EWR,Yellow Taxi,7,2011,2,23,Winter,Wed,1
2011-02-23,Brooklyn,Yellow Taxi,7066,2011,2,23,Winter,Wed,1
2011-02-23,Staten Island,Yellow Taxi,60,2011,2,23,Winter,Wed,1
2011-02-23,Bronx,Yellow Taxi,600,2011,2,23,Winter,Wed,1
2011-02-23,Queens,Yellow Taxi,19708,2011,2,23,Winter,Wed,1
2011-02-23,Manhattan,Yellow Taxi,449453,2011,2,23,Winter,Wed,1
2011-02-24,Staten Island,Yellow Taxi,21,2011,2,24,Winter,Thu,1
2011-02-24,Brooklyn,Yellow Taxi,7813,2011,2,24,Winter,Thu,1
2011-02-24,Queens,Yellow Taxi,21192,2011,2,24,Winter,Thu,1
2011-02-24,Bronx,Yellow Taxi,617,2011,2,24,Winter,Thu,1
2011-02-24,Manhattan,Yellow Taxi,466260,2011,2,24,Winter,Thu,1
2011-02-24,EWR,Yellow Taxi,2,2011,2,24,Winter,Thu,1
2011-02-25,Manhattan,Yellow Taxi,502734,2011,2,25,Winter,Fri,1
2011-02-25,EWR,Yellow Taxi,6,2011,2,25,Winter,Fri,1
2011-02-25,Bronx,Yellow Taxi,756,2011,2,25,Winter,Fri,1
2011-02-25,Staten Island,Yellow Taxi,34,2011,2,25,Winter,Fri,1
2011-02-25,Queens,Yellow Taxi,20835,2011,2,25,Winter,Fri,1
2011-02-25,Brooklyn,Yellow Taxi,9459,2011,2,25,Winter,Fri,1
2011-02-26,Manhattan,Yellow Taxi,489301,2011,2,26,Winter,Sat,0
2011-02-26,Bronx,Yellow Taxi,867,2011,2,26,Winter,Sat,0
